web-scraper-order;Pages;pages;web-scraper-start-url;vetements_links;vetements_links-href;types_habits;prix;adresse;image_lien-src
1707686110-678;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/habits-enfants-4010206;Habits enfants;3 000 CFA;Bambey, Sénégal;https://images.coinafrique.com/thumb_4010206_uploaded_image1_1671121329.jpg
1707686136-679;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-en-velours-3980114;Ensemble en velours;7 500 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3981018_uploaded_image1_1669456009.jpg
1707686158-680;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-velours-enfant-3981018;Ensemble velours enfant;7 500 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_3981018_uploaded_image1_1669456009.jpg
1707686180-681;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-3980382;Ensemble enfant;7 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686200-682;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/t-shirts-enfants-3985573;T-shirts enfants;Prix sur demande;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_3985573_uploaded_image1_1669758455.jpg
1707686213-683;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3993222;Ensemble enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686227-684;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-3992649;Ensemble enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686240-685;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3996986;Blouson enfant;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4556181_uploaded_image1_1705852562.jpg
1707686253-686;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3997872;Blouson enfant;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4556181_uploaded_image1_1705852562.jpg
1707686264-687;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4010007;Ensemble enfant;Prix sur demande;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686279-688;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4011467;Ensemble enfant;8 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686289-689;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4054351;Ensemble enfants;3 000 CFA;Thies, Sénégal;https://images.coinafrique.com/thumb_4054351_uploaded_image1_1673991497.jpg
1707686298-690;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/fliperies-enfants-4061027;Fliperies enfants;500 CFA;Almadies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4061027_uploaded_image1_1674419234.jpg
1707686313-691;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4061042;Vêtements enfants;1 000 CFA;Almadies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707686328-692;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4061049;Vêtements  enfant;1 000 CFA;Almadies, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707686352-693;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4028243;Ensemble enfants;7 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686379-694;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4033672;Vêtements enfants;8 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707686390-695;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4033667;Vêtements enfant;8 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707686413-696;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4034624;Vêtements enfants;8 500 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707686437-697;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072971;Friperie enfants;6 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg
1707686471-698;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/friperie-peignoir-enfants-4072972;Friperie peignoir enfants;3 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4072972_uploaded_image1_1675197339.jpg
1707686480-699;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072973;Friperie enfants;Prix sur demande;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg
1707686499-700;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/greniers-enfants-4072974;Greniers enfants;1 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4072974_uploaded_image1_1675197428.jpg
1707686517-701;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-4072975;Vêtement friperie enfant;6 000 CFA;Colobane, Dakar, Sénégal;
1707686526-702;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4038305;Ensemble enfants;7 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686549-703;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042132;Ensemble enfants;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg
1707686562-704;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042129;Ensemble enfants;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_4042129_uploaded_image1_1673293586.jpg
1707686572-705;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4083084;Ensemble enfant;4 000 CFA;Mermoz-Sacré Coeur, Dakar, Sénégal;https://images.coinafrique.com/thumb_4083084_uploaded_image1_1675711069.jpg
1707686584-706;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4083613;Vêtements enfant;10 000 CFA;Sicap foire, Dakar, Sénégal;https://images.coinafrique.com/thumb_4511886_uploaded_image1_1703350307.jpg
1707686598-707;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border1année;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4044065;Ensemble enfants;7 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686614-708;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057566;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686632-709;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057564;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686649-710;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/salopette-enfant-jeans-4057579;Salopette enfant jeans;2 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057579_uploaded_image1_1674192885.jpg
1707686661-711;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057582;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686677-712;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057575;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686698-713;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057586;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686716-714;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057588;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686731-715;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057576;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686749-716;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057578;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686755-717;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057585;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686761-718;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057584;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686768-719;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057583;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686775-720;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057590;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686782-721;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057591;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686787-722;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pull-over-enfant-pure-coton-4057589;Pull over enfant pure coton;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057589_uploaded_image1_1674193319.jpg
1707686793-723;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-4057597;Pantalon enfant;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057598_uploaded_image1_1674193975.jpg
1707686799-724;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-4057598;Pantalon enfant;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057598_uploaded_image1_1674193975.jpg
1707686805-725;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border12mois;https://sn.coinafrique.com/annonce/vetements-enfants/culotte-enfant-jeans-4057600;Culotte enfant jeans;1 500 CFA;Rufisque, Sénégal;https://images.coinafrique.com/thumb_4057600_uploaded_image1_1674194252.jpg
1707686811-726;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border11mois;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4060125;Ensemble enfants;8 000 CFA;Dakar Plateau, Dakar, Sénégal;https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg
1707686818-727;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border11mois;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4065291;Vêtement enfant;5 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg
1707686824-728;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border11mois;https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4111932;Robes enfants;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1707686832-729;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border11mois;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4101121;Vêtement enfant;10 000 CFA;Dakar, Sénégal;https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg
1707686841-730;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border10mois;https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4150089;Robe enfant;8 000 CFA;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_4223428_uploaded_image1_1684582026.jpg
1707686851-731;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border10mois;https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4117238;Ensemble enfants;5 000 CFA;Colobane, Dakar, Sénégal;https://images.coinafrique.com/thumb_4464056_uploaded_image1_1700401019.jpg
1707686858-732;2;2;https://sn.coinafrique.com/categorie/vetements-enfants?page=2;favorite_border10mois;https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4158770;Vêtement enfant;Prix sur demande;HLM, Dakar, Sénégal;https://images.coinafrique.com/thumb_3774517_uploaded_image1_1657107012.jpg
